,utterance_id,gender,age,speaker_id,expression,manual_transcription,discrete_emotion_collection_phase,discrete_emotion_annotation_phase,valence_annotation_phase,arousal_annotation_phase,split,path,target
259,353,m,adult,98,real,VRIJEME JE KOMUNIKACIJE S VANJSKIM SVIJETOM KAD IZAĐEŠ ISPOVJEDAONICE KROZ TAJNA VRATA UĐI U HODNIK POZVONI NA ZVONCE CRVENE SOBE UĐI U SOBU U SOBI TE ČEKA PISMO S DALJNIM UPUTAMA BIG BRADER,happiness,happiness,7.121614616,6.635644437,train,cres_v2.1/audio_files_16000/353.wav,happiness
260,741,f,adult,242,acted,MORAMO SE VRATIT,fear,fear,2.717122054,6.944311159,train,cres_v2.1/audio_files_16000/741.wav,fear
261,424,f,adult,133,real,TI ISTO LJUBI JAKO,happiness,neutral,5.201965356,5.07707749,train,cres_v2.1/audio_files_16000/424.wav,neutral
262,716,m,adult,226,acted,SPAŠAVAJ SE BAREM TI,fear,fear,2.99654461,6.531544997,train,cres_v2.1/audio_files_16000/716.wav,fear
263,628,f,adult,190,acted,E NEĆE ONI S OVIM ŠTO IZNOSU RUŠIT MOJU HRVACKU,sadness,sadness,2.100759539,7.393684732,train,cres_v2.1/audio_files_16000/628.wav,sadness
264,352,f,adult,97,acted,ONA SE LIJEPO UKOPČA NOĆU I PRENOSI U GLAVU ZNANJE IZ KOJE GOD ŽELIŠ KNJIGE A TI SPAVAŠ I LEŽIŠ BEZ BRIGE,neutral,happiness,7.639401437,3.994269119,train,cres_v2.1/audio_files_16000/352.wav,happiness
265,462,f,adult,140,real,PA UOPŠTE VIDI JE,happiness,happiness,7.200390455,5.174738225,train,cres_v2.1/audio_files_16000/462.wav,happiness
266,127,m,adult,31,acted,DAJTE SE NOSITE U KURAC NARUČITE BILO ŠTA GLADAN SAM KO PAS,anger,anger,2.785678904,6.423202558,train,cres_v2.1/audio_files_16000/127.wav,anger
267,640,f,adult,195,acted,KĆERI MOJA VRATI SE SAMNOM KUĆI,sadness,sadness,3.089183178,4.019043409,train,cres_v2.1/audio_files_16000/640.wav,sadness
268,1041,f,adult,301,real,TRAJEKTNE VEZE S OTOCIMA PREKINUTE SU,neutral,neutral,4.784453182,4.34483457,train,cres_v2.1/audio_files_16000/1041.wav,neutral
269,848,m,adult,284,acted,UDH ISPLATI SE VIKATI I BEZ UVJERENJA HAHA,happiness,happiness,6.969949062,5.917220772,train,cres_v2.1/audio_files_16000/848.wav,happiness
270,320,m,adult,81,acted,ZAČUVŠI PJESMU POĐOŠE U SUSRET OD SREĆE SUZE BRIŠUĆI JER SAD SU ONI U BRIZI BILI KAD SU SE KUĆI PRAZNOJ VRATILI A NAKON ČVRSTOG ZAGRLJAJA PRIČANJU JEDNIH I DRUGIH DUGO JOŠ DUGO U NOĆ NE BIJEŠE KRAJA,neutral,neutral,6.511270661,3.117019417,train,cres_v2.1/audio_files_16000/320.wav,neutral
271,83,m,adult,26,real,IMENOVA GA DESET PUTA,anger,anger,3.527842169,7.608895271,train,cres_v2.1/audio_files_16000/83.wav,anger
272,807,m,adult,269,acted,A NE SJEĆAŠ SE TREĆA REALNA DRUGA KLUPA IZA TEBE CVIKER VJEČNI DRUGI RED IZ LATINSKOG HEH TI SI IŠO DALJE JA ZAOSTAO TAKO DANAS GLEDAM TVOJU PAMETNU GLAVU,happiness,happiness,7.100930002,6.994755395,train,cres_v2.1/audio_files_16000/807.wav,happiness
273,467,f,adult,140,real,STIPE POGLE OOOVO,happiness,happiness,7.115919673,7.406546803,train,cres_v2.1/audio_files_16000/467.wav,happiness
274,338,f,adult,93,real,DRUGIM RIJEČIMA KADA NAM SE OMOGUĆILO DA UĐEMO U DUŽNIČKI ODNOS BURIĆ TVRDI AKO NEŠTO ZNAMO ONDA JE TO TROŠITI,neutral,neutral,4.6913052,5.330991587,train,cres_v2.1/audio_files_16000/338.wav,neutral
275,852,m,adult,285,acted,UDH SUTRA ĆU VAS NABOSTI NA OVU VILJUŠKU,happiness,anger,3.284780268,7.80789427,train,cres_v2.1/audio_files_16000/852.wav,anger
276,500,m,adult,148,acted,NE MRDAJ KAD TI KAŽEM SLUŠAJ ME,fear,anger,4.197367698,7.817557354,train,cres_v2.1/audio_files_16000/500.wav,anger
277,273,f,adult,60,acted,HOĆU DA VIDIM ŽAR ŽAR ŽAR,anger,anger,3.465307487,8.599946749,train,cres_v2.1/audio_files_16000/273.wav,anger
278,141,m,adult,31,acted,VAN,anger,anger,1.990973799,8.522772347,train,cres_v2.1/audio_files_16000/141.wav,anger
279,147,m,adult,31,acted,MA ŠTA MOJE ŠTA SEREŠ TI GLE SLUŠAJ BURAZ ß NE IDE TO VIŠE TAKO DAJ SLIKE DAJ KURTONE,anger,anger,3.179768957,6.10343307,train,cres_v2.1/audio_files_16000/147.wav,anger
280,884,f,adult,296,acted,UDH ON PLAČE ZASTAJK PLAČE UDH,sadness,sadness,3.998982436,4.90214875,train,cres_v2.1/audio_files_16000/884.wav,sadness
281,272,f,adult,60,acted,UMUKNI,anger,anger,2.511940227,7.993549371,train,cres_v2.1/audio_files_16000/272.wav,anger
282,179,f,adult,41,acted,JOJ NEMOJ MI SE NA DJECU IZVLAČIT BUDI SRETNA DA TI NISAM LUPILA KAMATE,anger,anger,2.741547278,7.368631349,train,cres_v2.1/audio_files_16000/179.wav,anger
283,487,f,adult,145,acted,DOBRO DOBRO HOHO HOHO SAMO VI HEHE UĐITE,happiness,happiness,6.635377091,4.808813194,train,cres_v2.1/audio_files_16000/487.wav,happiness
284,225,f,adult,54,real,STAJALA SI KRAJ ĐEZVE NE SERI KVAKE STAJALA SI,anger,anger,1.497228749,8.316747186,train,cres_v2.1/audio_files_16000/225.wav,anger
285,491,f,adult,145,acted,KURAC JE DOBAR,happiness,anger,5.117413765,5.979000415,train,cres_v2.1/audio_files_16000/491.wav,anger
286,881,m,adult,294,acted,UDH DOĆI ĆU TU SAM ZASTAJK AKO IŠTA POSTOJI POSLIJE OVOG SRANJA,sadness,sadness,2.291362931,5.671979123,train,cres_v2.1/audio_files_16000/881.wav,sadness
287,374,m,adult,114,acted,MA GLAVNO JE DA SMO MI ŽIVI I ZDRAVI JEL TAKO MOMCI,happiness,happiness,7.30036557,5.114775852,train,cres_v2.1/audio_files_16000/374.wav,happiness
288,200,f,adult,49,real,PA ZATO ŠTO NORMALNO DA MI SMETA JEL NAS ŽIVI TU ČETRNAEST RAZLIČITIH,anger,anger,1.760001106,7.310633781,train,cres_v2.1/audio_files_16000/200.wav,anger
289,799,f,adult,264,acted,AJ DOJDITE DOJDITE UDH AJD,happiness,fear,4.919102476,7.82347068,train,cres_v2.1/audio_files_16000/799.wav,fear
290,959,f,adult,280,real,JESAM MAJKA NEZNAM TRI MESECA ZA NJEGA U PODRUMU UDH SAM BILA ß NEZNAM CMIZDR,sadness,sadness,1.297187469,8.100511967,train,cres_v2.1/audio_files_16000/959.wav,sadness
291,245,f,adult,57,real,MA JA BI JA SAM NJOJ REKLA LUPEŽICE,anger,anger,3.548365264,7.181942911,train,cres_v2.1/audio_files_16000/245.wav,anger
292,864,f,adult,256,acted,CMIZDR ŠTA SAM JA ZNALA SMRC JA SAM SVIMA HTJELA SAMO DOBRO SMRC NAJVIŠE NJEMU JER GA VOLIM CMIZDR A VID ŠTA MI JE U ŽURBI NAPRAVIO,sadness,sadness,1.530487655,8.191294584,train,cres_v2.1/audio_files_16000/864.wav,sadness
293,16,m,adult,9,acted,ŠTA TI OVDE RADIŠ OSTAVI TO I NA POLOŽAJ,anger,anger,3.830494845,6.873144576,train,cres_v2.1/audio_files_16000/16.wav,anger
294,444,f,adult,137,real,ALEN MORAMO IĆ PO KONJA,happiness,happiness,6.706943884,8.018103048,train,cres_v2.1/audio_files_16000/444.wav,happiness
295,746,m,adult,243,acted,SRAM TE BILO PA MENI SU NAJBOLJI JARANI UMIRALI NA RUKAMA NEĆU DA SE VRAĆAM U TE DANE ČEMERA I STRAHA ETO ŠTA JE,fear,anger,2.219382034,7.388076711,train,cres_v2.1/audio_files_16000/746.wav,anger
296,13,m,adult,7,acted,TI SE NE JAVLJAJ TI SI SVOJ ŽIVOT LIJEPO ZAPIO,anger,anger,2.99116234,6.681769074,train,cres_v2.1/audio_files_16000/13.wav,anger
297,778,f,adult,252,acted,E A ONDA MOJ MUŽ ODE DOLE I IZVUČE OSIGURAČ IDH ZA CIJELU KUĆU,happiness,happiness,6.782616765,4.732345212,train,cres_v2.1/audio_files_16000/778.wav,happiness
298,520,f,adult,161,acted,PUSTI ME ZVAT ĆU POLICIJU,fear,fear,1.365373472,8.4498569,train,cres_v2.1/audio_files_16000/520.wav,fear
299,813,m,adult,271,acted,EUSTAHIJE DER GLEDAJTE GA GOSPODO GOSPODO POGLEDAJTE GA INTELEKTUALAC DER ŠVEJK ŠPEKULIRA NA VAGI DER VOJNI ZABUŠANT VOJNI ŠPEKULANT MILOGLEDI POGLEDAJTE GA POGLEDAJTE GA MOLIM VAS HIHI,happiness,anger,5.497214368,8.006560216,train,cres_v2.1/audio_files_16000/813.wav,anger
300,911,f,adult,305,real,CMIZDR IMA POKUŠANJE SI ZASTAJK SU GA ISKRIVILI POKUŠANJE SILOVANJA SMRC SAD SE NALAZI U ZATVORU UDH IDH SMRC,sadness,sadness,1.022684216,7.931561489,train,cres_v2.1/audio_files_16000/911.wav,sadness
301,468,f,adult,140,real,JOOOU KAMERE,happiness,anger,3.632950424,6.891504574,train,cres_v2.1/audio_files_16000/468.wav,anger
302,1060,m,adult,304,real,PRIDRUŽITE NAM SE U PROUČAVANJU PRIRODNE SILE KOJA IDE BRZINOM JEDANAEST TISUĆA DVJESTO KILOMETARA NA SAT,neutral,neutral,6.473911647,4.154465767,train,cres_v2.1/audio_files_16000/1060.wav,neutral
303,800,m,adult,265,acted,ŠAA JE SIMA OPET DUGO LICE AH PA DOKLE ĆEMO TAKO,happiness,anger,4.720896391,7.479362433,train,cres_v2.1/audio_files_16000/800.wav,anger
304,240,f,adult,55,real,JA PET GODINA GODINA S NJIM NISAM NEGO ČETIRI MJESECA,anger,anger,4.379801291,4.791601841,train,cres_v2.1/audio_files_16000/240.wav,anger
305,433,f,adult,135,real,ČETVRTI PUT U RINGU JE SVIZAC,happiness,happiness,6.309619993,4.402503098,train,cres_v2.1/audio_files_16000/433.wav,happiness
306,739,m,adult,241,acted,IDEM JA NAZVAT MOŽDA BRANKU TREBA POMOĆ,fear,fear,3.545249096,5.477758081,train,cres_v2.1/audio_files_16000/739.wav,fear
307,498,m,adult,147,acted,AKO TI SAD ODUSTANEŠ ONI BI TAMO MOGAO POMISLIT DA SMO TE OTELI DA SMO TE UBILI PITAJ BOGA ŠTA TI ZNAŠ KAKVO JE ON SRANJE U STANJU NAPRAVITI,fear,fear,3.711603128,5.59233608,train,cres_v2.1/audio_files_16000/498.wav,fear
308,271,f,adult,60,acted,NEK GORI SVE,anger,anger,2.422774468,8.18823814,train,cres_v2.1/audio_files_16000/271.wav,anger
309,750,m,adult,244,acted,BOJIM SE DA IH KUZMA SVE NE POKOKA AK MU KRENE,fear,fear,2.396558548,7.501452696,train,cres_v2.1/audio_files_16000/750.wav,fear
310,341,f,adult,95,acted,A SAD TRKOM NAŠOJ KUĆI JER VUK MOŽE DA SE VRATI TAMO ĆEMO SVE PO REDU ISPRIČATI I DOZNATI,neutral,happiness,7.833160592,5.476347815,train,cres_v2.1/audio_files_16000/341.wav,happiness
311,301,m,adult,73,real,TO JE JOŠ DOSTA NEDOREČENO I NEMAMO DOVOLJNO INFORMACIJA KAKVO ĆE SITUACIJA BIT KAD UĐEMO U EUROPSKU UNIJU UDH ß ALI ONO ŠTO MOŽEMO REĆI DA ĆE SIGURNO PASTI CIJENA VINA TAKO DA PROIZVOĐAČI KOJI UDH IMAJU SAMU PROIZVODNJU JE DOSTA SKUPA ĆE VJEROJATNO SE NAĆ U JEDNOJ SITUACIJI KOJA NEĆE BITI DOBRA,neutral,neutral,5.374748561,4.208063084,train,cres_v2.1/audio_files_16000/301.wav,neutral
312,1018,f,adult,294,acted,MISLITE DA ĆEMO MORAT OVAK CIJELO VRIJEME,fear,fear,3.561041182,6.146721044,train,cres_v2.1/audio_files_16000/1018.wav,fear
313,149,m,adult,31,acted,ALI STALNO MI TO RADIŠ JEBOTE SVE UVIJEK ZA TEBE SVE SAMO TVOJE SAMO TI TI I TI ,anger,anger,3.176497805,6.633700913,train,cres_v2.1/audio_files_16000/149.wav,anger
314,571,m,adult,175,acted,JADNICA PODLETILA JE POD VLAK,sadness,sadness,2.917081392,3.920061486,train,cres_v2.1/audio_files_16000/571.wav,sadness
315,726,m,adult,234,acted,MISLIM DA SAM I JA NETKO OD TVOJIH,fear,sadness,4.140691805,6.642131361,train,cres_v2.1/audio_files_16000/726.wav,sadness
316,766,m,adult,248,acted,MISLIO SAM DOK SE NISI POČEO TAKO CERITI A SAD MISLIM  DA BIH TREBAO IĆIIII,fear,anger,2.997510563,7.337721328,train,cres_v2.1/audio_files_16000/766.wav,anger
317,1076,m,adult,312,real,KNJIGE OD KOJIH SE NEKE U CJELINI ILI DJELOMIČNO BAVE UPRAVO STARIM ZDANJIMA I TEHNOLOGIJAMA,neutral,neutral,5.720911018,3.209730724,train,cres_v2.1/audio_files_16000/1076.wav,neutral
318,699,f,adult,213,real,NO VREMENA JE JOŠ MALO HOĆE LI UGOSTITELJI POPUSTITI I IPAK KUPITI KABINU ILI ĆE I DALJE TRAŽITI ALTERNATIVU,neutral,neutral,5.365620763,4.722199006,train,cres_v2.1/audio_files_16000/699.wav,neutral
319,905,f,adult,302,acted,KAKVO DEŽURSTVO CRNI NEMOJ SE ŠALIT SAMNOM CMIZDR MAJKE MI UBIT ĆU SE AKO ME OSTAVIŠ OVDJE,sadness,fear,1.370527794,8.493979313,train,cres_v2.1/audio_files_16000/905.wav,fear
320,942,f,adult,267,real,UDH I OD TAD NAM JE JEZIVO,sadness,sadness,2.872232594,5.819583419,train,cres_v2.1/audio_files_16000/942.wav,sadness
321,226,f,adult,54,real,ON TI JE NAPRAVIO MJERU,anger,anger,3.551038258,7.941000793,train,cres_v2.1/audio_files_16000/226.wav,anger
322,836,m,adult,281,acted,HAJDE IDH DA MU PRAVIMO DRUŠTVO,happiness,happiness,6.940345431,5.305087354,train,cres_v2.1/audio_files_16000/836.wav,happiness
323,883,m,adult,295,acted,NA TUĐOJ TROJCI TUĐA MLADOST ZASTAJK GDJE MI JE SREĆA ZASTAJK BRAĆO,sadness,sadness,3.891063312,5.866093749,train,cres_v2.1/audio_files_16000/883.wav,sadness
324,524,f,adult,165,acted,ŠTA ĆEMO SAD HA,fear,fear,3.265763391,6.788782875,train,cres_v2.1/audio_files_16000/524.wav,fear
325,254,f,adult,60,acted,POPE KUKAVICO OOOOO,anger,anger,2.541314558,8.10944555,train,cres_v2.1/audio_files_16000/254.wav,anger
326,1086,m,adult,312,real,MOREPLOVCI U ŠESNAESTOM STOLJEĆU SU IMALI NAPREDNIJE KARTE NEGO ŠTO SU ZAPRAVO MOGLI IMAT DA SU IH SAMI CRTALI,neutral,neutral,5.449930747,3.376719282,train,cres_v2.1/audio_files_16000/1086.wav,neutral
327,2,m,adult,1,real,SAD ZAMISLITE JA SE PETLJAM U PRIVATAN ŽIVOT A TI SE NE PETLJAŠ,anger,anger,2.262693376,8.402877769,train,cres_v2.1/audio_files_16000/2.wav,anger
328,503,m,adult,149,acted,A NISTE TREBALI DOLAZIT PPP POSLAO BI VAM JA PARE SSS SLIJEDEĆI TJEDAN TAK SMO SE DOGOVORILI JEL SSS SLIJEDEĆI TJEDAN EVO EVO JA ĆU TO POLAKO NEAM E A TTT TO TO JE BAŠ ß ZA VAS SAM VRATIT ĆU VAM SVE,fear,fear,2.903426912,7.02145768,train,cres_v2.1/audio_files_16000/503.wav,fear
329,394,m,adult,120,real,OVI JEMA MU JE BOLJE,happiness,neutral,5.491428066,5.666667783,train,cres_v2.1/audio_files_16000/394.wav,neutral
330,790,m,adult,258,acted,HEHE UDH A DI SE IDE A,happiness,happiness,6.705855773,5.167700283,train,cres_v2.1/audio_files_16000/790.wav,happiness
331,732,m,adult,238,acted,JESTE DOBRO ZASTAJK PITAJ GA JEL DOBRO,fear,fear,3.689146496,7.355356942,train,cres_v2.1/audio_files_16000/732.wav,fear
332,805,m,adult,267,acted,UDH STARI IDH ME SKORO UBIO KNJIGA JE BILA SKROZ NOVA,happiness,happiness,6.698488936,4.837285191,train,cres_v2.1/audio_files_16000/805.wav,happiness
333,157,m,adult,31,acted,ZAŠTO OVAKO ZAŠTO ONAKO NA SVE ĆEŠ ODMAH ODGOVOR ZNATI U VREĆU ĆU TE SAD STRPATI A ONDA ĆU TE PROGUTATI,anger,anger,3.295751529,8.202148739,train,cres_v2.1/audio_files_16000/157.wav,anger
334,1131,f,child,328,real,PRIJATELJICE SU IŠLE NEKE NA PLES,neutral,sadness,4.764878361,2.902923584,train,cres_v2.1/audio_files_16000/1131.wav,sadness
335,635,f,adult,193,acted,FALA VAM ČASNA JA SE NADAM DA NEĆE,sadness,fear,4.779258728,3.199890713,train,cres_v2.1/audio_files_16000/635.wav,fear
336,482,f,child,144,acted,PROZOR SVE SAMI ŠEĆERIĆI,happiness,happiness,7.672155184,7.686082133,train,cres_v2.1/audio_files_16000/482.wav,happiness
337,749,m,adult,243,acted,LJUDI LJUDI ONO JE CRNI DERVIŠ CRNI DERVIŠ DOŠO PO NAS,fear,fear,2.20904022,8.249887276,train,cres_v2.1/audio_files_16000/749.wav,fear
338,134,m,adult,31,acted,DAJ ME PUSTITE NA MIRU JA JESAM GLUP ALI ZNAM DA MI JE TATA MRTAV,anger,anger,1.915579473,7.646856856,train,cres_v2.1/audio_files_16000/134.wav,anger
339,489,f,adult,145,acted,PEĆICA U PEĆI VATRICA SVAŠTA ĆE VAM DATI VAŠA BAKICA,happiness,happiness,6.824207972,5.313155461,train,cres_v2.1/audio_files_16000/489.wav,happiness
340,409,f,adult,127,acted,SUPER ZNAŠ MOŽDA ĆU I JA UPISATI NOVINARSTVO IZVRANREDNO,happiness,happiness,7.300406569,5.366737364,train,cres_v2.1/audio_files_16000/409.wav,happiness
341,432,f,adult,135,real,KAK TI VISIŠ HAHA,happiness,happiness,5.788654146,5.490526303,train,cres_v2.1/audio_files_16000/432.wav,happiness
342,494,f,child,146,acted,LIJEPO PJEVAŠ STRIČE LUKA SVIĐA MI SE KAKO PJESMOM TJERAŠ VUKA,happiness,happiness,8.185731618,6.480676288,train,cres_v2.1/audio_files_16000/494.wav,happiness
343,303,m,adult,75,real,MINISTARSTVO JE TU USLUGU ORGANIZIRALO NA NAČIN DA JE BESPLATNA KORISNICIMA,neutral,neutral,5.7984824,3.247699309,train,cres_v2.1/audio_files_16000/303.wav,neutral
344,411,f,adult,129,acted,BAR ĆEŠ IMATI MATERIJALA ZA JEDNU SOČNU RECENZIJU,happiness,happiness,7.029295893,5.403573392,train,cres_v2.1/audio_files_16000/411.wav,happiness
345,970,f,adult,285,acted,PA KUDA IDE OVAJ SVIJET UDH,sadness,sadness,2.434160137,4.770975127,train,cres_v2.1/audio_files_16000/970.wav,sadness
346,796,f,adult,264,acted,E BOŽE TONKA IDH BAŠ MI JE LEPO DA SAM TE OPET ČULA,happiness,happiness,7.660239595,3.911281913,train,cres_v2.1/audio_files_16000/796.wav,happiness
347,57,m,adult,21,real,A JA SAM SE ONO ZABEZEKNO JA VELIM,anger,neutral,3.40803526,6.4682892,train,cres_v2.1/audio_files_16000/57.wav,neutral
348,1145,f,adult,343,acted,STRAH ME,fear,fear,2.961769714,5.934990254,train,cres_v2.1/audio_files_16000/1145.wav,fear
349,900,f,adult,302,acted,POBJEGLA SAM OD NJEGA ZASTAJK SAMO BUDI DOBAR PREMA MENI MOLIM TE,sadness,fear,2.717017987,7.551872973,train,cres_v2.1/audio_files_16000/900.wav,fear
350,483,f,child,144,acted,OOO VI STE DOBRA BAKICE A MI SMO MI SMO OSTALI BEZ TATE I MAMICE,happiness,happiness,6.194784402,5.939496528,train,cres_v2.1/audio_files_16000/483.wav,happiness
351,138,m,adult,31,acted,MENE NIKO NE VOLI NI TI ME NE VOLIŠ VIDIO SAM TE I SRAM TE BILO,anger,sadness,1.783252255,7.808386075,train,cres_v2.1/audio_files_16000/138.wav,sadness
352,1135,f,adult,332,real,ČAK JE I VLASNIK NAJSKUPLJEG MERCEDESA NA SVIJETU BIO NEUGODNO IZNENAĐEN KAD JE VEĆ U PRVOJ VOŽNJI MJENJAČ PRESTAO RADITI,neutral,neutral,4.542270866,5.38400073,train,cres_v2.1/audio_files_16000/1135.wav,neutral
353,867,f,adult,253,acted,ČOVJEČE NEMAŠ POJMA KAK JE BILO MORBIDNO DOK JE POKOJNA LAZARIN ŽIVJELA U NJEMU SAD JE TOTALNO SUPER UDH JA SAM SVOJ OFARBALA U LJUBIČASTO IZGLEDA PUNO BOLJE TAKO,happiness,happiness,6.064518644,6.609649382,train,cres_v2.1/audio_files_16000/867.wav,happiness
354,1006,f,adult,289,acted,PA HOĆEMO TU ČEKAT OĆE ONI PRVI DOĆ DO NAS ONI ILI BRANKO,fear,fear,3.592385812,7.929600929,train,cres_v2.1/audio_files_16000/1006.wav,fear
355,673,f,adult,204,acted,BILO MI JE TEŠKO KAD SI OTIŠAO U AMERIKU PLAKALA SAM MJESECIMA,sadness,sadness,2.719801423,3.867064147,train,cres_v2.1/audio_files_16000/673.wav,sadness
356,599,f,adult,186,real,MOŽDA SE NISI NADALA OVOME PISMU IDH UDH AL ODMA NA POČETKU DA NAPIŠEM DA SMO SVI UZ TEBE I DA TE SVI VOLIMO I PODRŽAVAMO AJOJ UDH,sadness,sadness,2.088214447,7.683177911,train,cres_v2.1/audio_files_16000/599.wav,sadness
357,144,m,adult,31,acted,JE LI OVAJ UZMI SI GA ZA PO DOMA,anger,anger,2.537038722,7.518390064,train,cres_v2.1/audio_files_16000/144.wav,anger
358,814,m,adult,271,acted,GLEDAJTE GA GLEDAJTE GA MILOGLEDI INTELEKTUALAC INTELEKTUALAC ŠVEJK ŠVEJK ŠVEJK HAHA HAHA KOD INVALIDA IDE MOLIM VAS BARDE RECITE MI ZASTAJK KOLIKO JE TEŽAK STRAH,happiness,happiness,7.095745136,7.61784072,train,cres_v2.1/audio_files_16000/814.wav,happiness
359,577,m,adult,180,acted,OD SEBE ŠIME MOJ OD SEBE SAM POBIGA,sadness,sadness,3.487161856,4.296895868,train,cres_v2.1/audio_files_16000/577.wav,sadness
360,1090,m,adult,312,real,A TE SU SE KNJIGE UGLAVNOM BAVILE OSTAVŠTINOM SUMERSKE CIVILIZACIJE,neutral,neutral,5.465719999,3.584500991,train,cres_v2.1/audio_files_16000/1090.wav,neutral
361,21,m,adult,13,acted,MA KAKVE SLIKE ČOVJEČE BOŽJI NE MOGU SAZNATI NI ŠTO MI JE S,anger,anger,3.229612756,7.29146685,train,cres_v2.1/audio_files_16000/21.wav,anger
362,818,m,adult,271,acted,AH HAHA JEDNU ZA EUSTAHIJA,happiness,happiness,7.027861869,6.191585138,train,cres_v2.1/audio_files_16000/818.wav,happiness
363,615,f,adult,186,real,NEMOJ NIČEGA DA TI BUDE ŽAO SAMO NASTAVI TAKO SVI SMO UZ TEBE I SVI TE VOLIMO NAJDRAŽA NAŠA,sadness,sadness,2.906678912,7.59488932,train,cres_v2.1/audio_files_16000/615.wav,sadness
364,664,f,adult,201,real,TREBAM JA TRČAT ZA TOBOM,sadness,sadness,3.301485134,6.838433352,train,cres_v2.1/audio_files_16000/664.wav,sadness
365,86,m,adult,26,real,PA ZAR TI NIJE ONDA MALO ČUDNO,anger,anger,3.482742396,7.529733455,train,cres_v2.1/audio_files_16000/86.wav,anger
366,191,f,adult,46,acted,E PA NE TREBA MI TVOJA ZAŠTITA SKORO SAM DOBILA OTKAZ ZBOG TVOJE GLUPOSTI,anger,anger,3.248897534,7.187567258,train,cres_v2.1/audio_files_16000/191.wav,anger
367,327,f,adult,85,real,KOD APARTMANA JE TO OKO RECIMO DVIJE TISUĆE DO DVIJE I OSAMSTO KUNA A ŠTO SE TIČE OVIH KLASIČNIH DAKLE NAJPRIHVATLJIVIJIH UDH ß ß SMJEŠTAJNIH KAPACITETA U HOTELU JE TO NEŠTO VIŠA CIJENA PA JE RECIMO OKO ČETRI I POL TISUĆE,neutral,neutral,5.820771493,4.348839275,train,cres_v2.1/audio_files_16000/327.wav,neutral
368,536,f,adult,169,real,AAA,fear,fear,1.896797244,8.817744636,train,cres_v2.1/audio_files_16000/536.wav,fear
369,621,f,adult,186,real,VOLIM TE NAJVIŠE I UZ TEBE SAM,sadness,sadness,2.529129851,8.016101583,train,cres_v2.1/audio_files_16000/621.wav,sadness
370,99,m,adult,28,real,JER JA SAM REKAO PA ČOVJEČE KAD OD PRVOG DANA MI SMO USPJELI RJEŠIT SVE I STALNO STALNO VIDIŠ PRIMJERICE U IGRI JUČER AJ RAFO TI NACRTAJ TO E,anger,sadness,3.405316503,5.188435262,train,cres_v2.1/audio_files_16000/99.wav,sadness
371,941,f,adult,267,real,NEZNAM PROKLETA POLITIKA MRZIM SVE KOJI SE BAVE POLITIKOM UDH,sadness,sadness,2.605288712,6.2811595,train,cres_v2.1/audio_files_16000/941.wav,sadness
372,860,m,adult,289,acted,CMIZDR NISAM JA KRIV SMRC NISAM KRIV SMRC JEBEM TI MATER MRTVU U PIČKU LEZBIJSKU,sadness,sadness,1.097629086,8.819509197,train,cres_v2.1/audio_files_16000/860.wav,sadness
373,695,f,adult,213,real,IAKO U DRUGIM EUROPSKIM ZEMLJAMA OVAKVE KABINE SMIJU BITI OTVORENE NAŠ ZAKON NALAŽE VRATA,neutral,neutral,5.108151122,3.771083388,train,cres_v2.1/audio_files_16000/695.wav,neutral
374,229,f,adult,55,real,JEL VOLIŠ SEBE IL NE VOLIŠ SEBE JEL VOLIŠ ANTONIJA IL NE VOLIŠ ANTONIJA,anger,anger,3.905242825,6.173339351,train,cres_v2.1/audio_files_16000/229.wav,anger
375,218,f,adult,51,real,MA JOJ LJUBAVI EJ,anger,happiness,5.92505067,5.254029385,train,cres_v2.1/audio_files_16000/218.wav,happiness
376,693,m,adult,212,real,PROLAZI ZASTAJK KROZ SISTEM PROLAZI KROZ FILTERE I TO  ČETIRI VRSTE FILTERA VRAĆA SE ZASTAJK GORE I EKSTRAHIRA SE VAN,neutral,neutral,5.601091348,3.115764636,train,cres_v2.1/audio_files_16000/693.wav,neutral
377,232,f,adult,55,real,ZATO ŠTO RASPLAČEM JER TI JE OTIŠAO S DVINOM SORI NIJE UŠAO U ŠTALU,anger,anger,3.567725584,6.952764281,train,cres_v2.1/audio_files_16000/232.wav,anger
378,518,f,adult,160,acted,NISAM JA ZVALA ß CURICE SU HTJELE ZVATI HITNU PA SU VALJDA UMJESTO DEVET ČETIRI NAZVALE DEVET DVA,fear,sadness,3.506094753,2.813059789,train,cres_v2.1/audio_files_16000/518.wav,sadness
379,230,f,adult,55,real,NEMOJ SE LJUTIT,anger,neutral,4.713889612,5.188673436,train,cres_v2.1/audio_files_16000/230.wav,neutral
380,407,f,adult,125,acted,TAKO I TREBA TAKO I TREBA SRCE MOJE LIJEPO,happiness,happiness,7.786180456,6.013936744,train,cres_v2.1/audio_files_16000/407.wav,happiness
381,795,m,adult,263,acted,A MA VRAT ĆEŠ SE TI VRAATIT,happiness,anger,4.305302797,5.897862704,train,cres_v2.1/audio_files_16000/795.wav,anger
382,38,m,adult,19,acted,MA JEBI SE I TI I TITO I NJEGOV DUH I CILI CENTRALNI KOMITET PEDESET GODINA SI NAS TLAČIJA I SAD BI TIJA OPET GOVNO JEDNO CRVENO MARŠ,anger,anger,1.719927411,8.758547921,train,cres_v2.1/audio_files_16000/38.wav,anger
